,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
6141,6142,-0.7503856920409341,2.6735696318693276,-1.1048621791062194,2.0412707820011304,1.704533015612568,-0.5016430918702672,1.4423915499959181,1.866775585355907,0,0,0,0,0,1,0,0
6142,6143,-0.6710808416061964,-0.4536326372050833,-0.7178322761703354,-0.911129456207694,0.8628601291411805,-0.9991427346763824,0.0626270373488097,-1.0243125133833018,0,0,0,1,0,0,0,0
6143,6144,-2.1767989327223773,1.5223141560710471,-0.515117544663634,1.6728979721699873,1.0689004594726,-0.014144877839691317,1.6204209510871428,1.5053895730135058,1,0,0,0,0,0,0,0
6144,6145,0.18531182964302953,0.04708593559078948,0.46511420702148587,0.33462033867782,0.5252967669707168,-0.7402486069438492,-0.9665343743983196,1.5053895730135058,0,0,0,1,0,0,0,0
6145,6146,0.4037720623968736,-0.05738865330076294,-0.4008775232651938,-0.6494273851279107,-1.5850331263333726,0.8782683240462923,-0.9759197856760222,-0.30154048869849964,1,0,0,0,0,0,0,0
6146,6147,-0.9755063458860342,-1.1169424900575626,0.05390047539068719,-0.7578021888924676,-0.476588311259279,0.028146878125446584,0.5613401690011216,0.05984552364390145,1,0,0,0,0,0,0,0
6147,6148,0.5812385127314857,1.4978704814322539,-0.038250060176970455,0.7224601622537867,0.47201689854866796,-0.1278754107729676,-0.2881304390878198,-0.6629265010409007,0,0,0,0,0,0,0,1
6148,6149,0.7091031393417485,-2.424234316518392,0.10899063530109197,1.8471926793538527,1.5879134434719993,-0.412201743106158,1.269882110638308,0.42123153598630253,0,0,0,0,0,1,0,0
6149,6150,-0.8243381792289811,-0.5407982967100328,-0.5947785542850621,0.07841887931569683,-0.0682335155210584,-0.28504072010287174,0.18322362068450032,-1.3856985257257028,0,0,1,0,0,0,0,0
6150,6151,-0.6242745173926549,-0.6849895571913935,-0.681051358518609,-0.86671507873201,0.5159821046591699,-0.7331047292470354,0.13744465648191914,-0.6629265010409007,0,0,0,1,0,0,0,0
6151,6152,-0.25959902231173504,-0.1664066734886959,0.4011867243144154,-0.402431761930019,-1.6591778383332867,0.9351335905129305,-0.5849134073759384,0.7826175483287037,0,0,0,1,0,0,0,0
6152,6153,-0.23008916147842248,-0.17295022864308282,0.29950356279453816,-0.3268032821627555,-0.23589743712890457,-0.15645092156022278,-0.6441885538538515,0.42123153598630253,0,0,0,0,0,1,0,0
6153,6154,1.8039726379379244,1.343515435323862,0.0468363109579699,0.29478853057562215,-1.1014158591178522,0.5073581940277183,0.34183684886584326,-0.6629265010409007,0,0,0,0,0,1,0,0
6154,6155,0.17386228664192738,-0.09843947673249177,-0.5339863258327185,-0.7966427733804379,0.8621149561562564,-0.9985712244606373,-0.7976695706139828,0.42123153598630253,0,0,1,0,0,0,0,0
6155,6156,0.6883455451597549,-0.8773003552881624,-0.23353191417179764,-0.8407618499689756,0.114706452277725,0.1461637376768108,-0.26991152280778974,-1.0243125133833018,0,0,0,0,1,0,0,0
6156,6157,-0.5221736180276858,-0.3265664906747428,-0.4299468919474034,-0.0993628790240879,-1.6878669982528516,0.9571367338191172,-0.24927607353413914,-1.747084538068104,0,1,0,0,0,0,0,0
6157,6158,-0.19272239152663637,-0.5340239022805471,-0.09256979384683202,-0.7467773685570588,0.3050981499257455,-0.5713673381911701,-0.45710678478668154,1.1440035606711048,1,0,0,0,0,0,0,0
6158,6159,0.3988910473587406,-0.268846549288465,-0.921197357292376,0.5212333948222105,-0.45684122715879955,0.5845120731533076,-0.41666020067959647,0.42123153598630253,0,0,0,0,1,0,0,0
6159,6160,-0.0929680449856629,-0.032314415849782306,-0.9055765900380301,0.5251475719583603,0.8993736054024444,-0.45563651950278605,-0.39493128542792416,-1.0243125133833018,0,0,0,0,1,0,0,0
6160,6161,-1.1291752223576177,0.3183213403924286,2.3093520391554865,3.0540676968159883,0.5580843783073622,0.37762537505357896,1.341102654318917,0.05984552364390145,0,0,1,0,0,0,0,0
6161,6162,0.11580085920550685,-0.26059487932230563,-0.22816019638833027,-0.2100638805928747,-0.6420167139123539,0.15502214602086006,-0.8378587116709317,1.1440035606711048,0,0,1,0,0,0,0,0
6162,6163,0.8237081290378385,-0.39020201936749144,-1.5768819645795675,0.42697209698882815,0.03460035639842047,0.20760108586941017,0.29512463416377244,0.05984552364390145,0,0,0,0,1,0,0,0
6163,6164,-0.8413255642874525,-0.1502646869935301,-0.26627683082241416,-0.6342557476632065,-0.06897868850598207,-0.28446920988712665,-0.06159924636750692,1.1440035606711048,0,0,1,0,0,0,0,0
6164,6165,-0.25770414399761493,-0.5697981845324107,0.7445154562618349,-0.061213261615835235,-0.21913104496811997,-0.16930990141448787,-0.17436369638773194,1.5053895730135058,0,0,0,0,0,1,0,0
6165,6166,0.43374859568326973,-0.1415786335139868,-0.2234823347969148,0.8083601579247472,-1.5988188265544623,0.8888412630375768,-1.0246650190734934,-1.3856985257257028,0,0,1,0,0,0,0,0
6166,6167,0.024161484251366862,-0.11664284817895995,0.07388836284119842,-0.6751024111674335,0.32410006104130146,-0.5859408486926703,-0.9410753587973141,2.228161597698308,1,0,0,0,0,0,0,0
6167,6168,0.13883709651506226,0.05883838857017944,0.21719224514615737,-0.9284446583824177,-0.7929142433594154,0.27075296470924437,-1.109329491825174,-0.30154048869849964,0,1,0,0,0,0,0,0
6168,6169,-0.1695102601668534,-0.08133413210034471,0.11716193897377469,-0.7020409778352013,0.4708991390712823,-0.6985283611944564,-0.7908178229464825,0.42123153598630253,0,0,0,0,0,1,0,0
6169,6170,-1.4007441319233482,0.5633778066935243,0.010751748210860924,-0.5063292770560984,-0.296629035400191,0.4616373767681097,0.4706210072578258,0.42123153598630253,0,0,0,0,1,0,0,0
6170,6171,-0.8643290886528902,0.31840151546321654,0.6482331451982759,-0.3130566731437043,-1.276531510574936,0.6416630947278184,-0.0006762460827045227,-0.30154048869849964,0,0,1,0,0,0,0,0
6171,6172,-0.2780782712078436,-0.5161561893016066,0.35016025952328694,-0.943689389413341,-1.4821992544138938,0.7993999142734678,-0.36824281693206523,0.7826175483287037,1,0,0,0,0,0,0,0
6172,6173,-0.9904295978180078,0.29231332482468886,0.8289676434103332,-0.7561750315585729,-1.0578232394998122,0.47392484640662946,0.20545763607388284,1.5053895730135058,0,0,0,1,0,0,0,0
6173,6174,-0.450265901266796,-0.5678938865631539,-0.21557239723474342,-0.7630672499849145,0.36433940222718436,-0.6168024003429062,-0.22355991436719705,-0.30154048869849964,0,1,0,0,0,0,0,0
6174,6175,-0.5583503711308443,-0.4149690780034158,-0.7247655250116425,-0.6944120245642398,-0.6248777352591074,0.14187741105872265,-0.04321254380129637,-1.747084538068104,0,1,0,0,0,0,0,0
6175,6176,-1.6886887703883335,0.39794591410998953,-0.5348201325675433,1.227294824298223,0.38855752423720674,0.5076439491355909,0.840061752070615,1.1440035606711048,0,0,0,0,0,1,0,0
6176,6177,-0.5252634945625672,-0.39627917423000303,-0.4861408029910119,0.35873759454547627,0.3732814780462698,-0.6236605229318475,-0.18897273400211895,-0.6629265010409007,0,0,0,1,0,0,0,0
6177,6178,-0.6625514041883074,-0.40589948494610345,-0.49426203215341,-0.6176303554590479,-0.37748030426441903,-0.04786398056865271,-0.06302236048244564,-0.6629265010409007,0,0,0,0,0,1,0,0
6178,6179,-0.11763132319246947,0.03325062601893764,-0.02886439060645508,-0.9397961309915229,0.07446711109184173,-0.39448492641805966,-0.9009657594650408,0.05984552364390145,0,0,1,0,0,0,0,0
6179,6180,1.5637630209467301,1.4104160471004787,0.18236511955556417,-0.1030558036827929,-0.49857091431453,0.04500642948992706,0.18409818308981368,-0.30154048869849964,1,0,0,0,0,0,0,0
6180,6181,2.2930323546431994,3.469016352213913,2.1179990940449867,-0.5691092242009858,2.1862873503657787,-0.2996142306043721,2.874929855330091,0.42123153598630253,0,0,0,1,0,0,0,0
6181,6182,0.31393709664670194,-0.026731832880098217,-0.4337779972245082,-0.05799488530743584,0.7741845439352525,-0.9311330190027147,-0.959830175622694,-1.3856985257257028,0,1,0,0,0,0,0,0
6182,6183,-0.8155135848963632,0.3873229092000151,0.9393689967702612,-0.6753839622807467,0.022305002147178614,-0.3544792113159023,0.10234312255009236,0.7826175483287037,1,0,0,0,0,0,0,0
6183,6184,-2.1881200660693287,2.9342129539597583,-0.45454850046728196,2.134736675970181,-0.09692267544062316,0.8799828546935275,2.426541536393656,0.05984552364390145,0,1,0,0,0,0,0,0
6184,6185,0.6395889620225628,0.1577195831055938,-0.12690042078759378,-0.4833221339608959,-0.11965045148079784,-0.2456065152164595,-1.2067198997892201,-0.30154048869849964,0,0,0,0,0,1,0,0
6185,6186,0.23757944223006017,-2.9205776241468238,0.6661921220304903,-0.5410925028058822,0.25479897344339175,-0.5327903986283755,-0.6424901871332566,0.42123153598630253,0,0,0,0,0,1,0,0
6186,6187,-2.377964391958757,2.8131397774064637,0.5301688309588516,1.364511030551154,0.6765668829102404,0.2867552507501072,2.503419896151053,0.42123153598630253,0,0,0,1,0,0,0,0
6187,6188,-2.1011287175881592,-2.8122088093866906,-2.018996859237041,2.947827045762507,1.1873829640754783,-0.10501500214316328,3.1618492963618503,0.42123153598630253,0,0,0,0,0,1,0,0
6188,6189,1.2740082556745123,-2.2575197798506395,-2.3820451674877505,1.4299523001581933,2.249999640576761,-0.9199885697956851,2.1713872837040817,1.866775585355907,1,0,0,0,0,0,0,0
6189,6190,0.06966702800491673,0.3260111751911668,0.48976622705119516,0.9098973042544526,0.17804615599624427,-0.47392484640662946,-0.9343304461202525,0.7826175483287037,0,1,0,0,0,0,0,0
6190,6191,1.7547298282640968,-2.9205776241468238,0.20492861238893084,-0.06018309805289778,-1.5246741145545482,0.8319759965709386,0.29860530029262156,0.42123153598630253,1,0,0,0,0,0,0,0
6191,6192,-0.22113218967833395,0.10565718989471974,-0.37481249971462177,-0.8106990609700833,-0.34990890382223977,-0.06900985855122155,-0.7153422223964432,1.5053895730135058,0,0,0,1,0,0,0,0
6192,6193,0.1953412455890469,0.3302550440694804,-0.07649563348343882,1.4413361914132958,0.18624305883040573,0.6628089727103874,-1.2836954813842574,0.7826175483287037,0,0,0,0,0,1,0,0
6193,6194,0.25411699724397807,0.11951630625401789,-0.3838745733947265,1.0016448440613521,-0.7966401082840343,0.2736105157879698,-1.0574830632308487,-1.0243125133833018,0,0,1,0,0,0,0,0
6194,6195,-0.7489790043438996,0.2969560863370318,1.0895248068859522,-0.9147450714938438,-1.1695991872383764,0.5596513787683954,0.13510915096832185,0.42123153598630253,0,1,0,0,0,0,0,0
6195,6196,-0.6801009893339074,-0.4113268691159214,-0.6234089975527476,-0.8243665578770687,-1.0309970120425567,0.45335047863980593,0.006421012720449592,-1.3856985257257028,0,1,0,0,0,0,0,0
6196,6197,-0.8956134704573719,0.5688288677417955,-0.7365704567552629,1.5954091251738138,0.857643918246714,-0.2710387198171167,0.11426143699594477,0.05984552364390145,0,1,0,0,0,0,0,0
6197,6198,-0.7028525838987546,-0.9927191973058185,0.277952802109493,-0.404965504247739,-1.711712533770412,0.9754250607229604,0.2781153269186549,-1.0243125133833018,0,1,0,0,0,0,0,0
6198,6199,-0.6911038655125956,-0.3585649005486732,-0.47173570952909083,-0.34541728578357395,-0.3819513421739616,-0.04443491927418197,-0.06843024499989189,-0.30154048869849964,1,0,0,0,0,0,0,0
6199,6200,1.7441997243121012,1.8231955787204137,2.794604616333959,0.06399330140605225,0.6940784480559483,0.8448349764252034,2.01351659970412,0.7826175483287037,0,0,0,0,0,1,0,0
6200,6201,-1.0856632142821372,0.4806621912838185,0.8835336817042749,0.5518104811135778,-0.20050172034502603,-0.18359765680811546,0.3339527038975239,0.42123153598630253,0,0,1,0,0,0,0,0
6201,6202,-0.630514619884492,-0.40498002189989724,-0.5685638647729427,1.0811344238778522,-1.4918865032179027,0.8068295470781539,-0.06225944953011263,-0.6629265010409007,0,0,0,0,0,1,0,0
6202,6203,-1.0305626034387865,0.2315045977895512,0.92768268757319,-0.8547965057228195,-0.42628913477692526,-0.01043006143734826,0.2942865483275608,1.5053895730135058,0,0,0,0,0,1,0,0
6203,6204,-0.26683174857639136,0.4248365808887914,-0.8698949713738735,-0.60446668932293,0.898255845925059,-0.4547792541791684,-0.35834096307987257,-1.0243125133833018,0,0,0,0,1,0,0,0
6204,6205,0.4039628048713961,-0.15495377328066595,-0.37299529208179383,-0.740608634428066,-0.06078178567182095,-0.2907558222603228,-0.9261232880004494,-1.3856985257257028,0,0,1,0,0,0,0,0
6205,6206,-0.7841258723647619,-0.5815058703586843,-0.7110202708394175,-0.3593386857065392,-0.3208471574102132,-0.09129875696528078,0.21717593541019137,-0.6629265010409007,0,0,0,0,0,1,0,0
6206,6207,-0.8321837578041655,-0.39435988913624886,0.5196779658789585,-0.3586694736079438,0.6817830938047065,-0.8602657522503215,0.07864928316371558,0.05984552364390145,0,0,0,0,0,1,0,0
6207,6208,0.500774827916637,-0.04550340310525232,-0.1319652322435824,-0.2617692677682203,-1.2359195828965908,0.6105157879697098,-1.141291499746226,-1.0243125133833018,0,0,1,0,0,0,0,0
6208,6209,-2.585067643063736,-0.12092280346002726,-0.02216951363983806,-0.18543261449493914,-1.1159467323238654,0.5185026432347479,-0.7876518195403008,0.7826175483287037,0,1,0,0,0,0,0,0
6209,6210,-0.3322133098383404,0.03364051055766903,-0.2626030040743373,-0.9860945840430668,-0.9825607680225124,0.416202314616374,-0.6351029414182068,0.05984552364390145,0,0,0,0,0,1,0,0
6210,6211,0.4610764414822705,0.058637252150041404,0.13826393916157498,0.7977251210489462,0.37849768894073627,-0.6276610944420631,-1.261659453786205,-0.30154048869849964,0,0,0,1,0,0,0,0
6211,6212,2.4726184024444304,-2.4300275060164815,2.0487728180569875,2.848876372729169,-0.1543009952797527,0.9239891413059009,2.615827819591121,0.42123153598630253,0,0,0,0,0,1,0,0
6212,6213,0.5067015698650246,-1.0072110038978241,0.09705332030393042,-0.3675795878789353,0.043169845725043926,0.20102871838834124,-0.19692511575976626,-1.3856985257257028,0,0,0,0,0,0,1,0
6213,6214,-2.585067643063736,0.23773690450461996,-0.4084126028428569,-0.10198287290594786,-1.115201559338942,0.5179311330190028,-0.9948719894130131,0.05984552364390145,0,0,1,0,0,0,0,0
6214,6215,-0.12298850035010936,0.013841957015829354,-0.15676201589403327,-0.211483678996531,0.12737439302142886,-0.4350621517359623,-0.8640409543270295,1.866775585355907,0,0,0,0,0,1,0,0
6215,6216,1.5204666029969465,1.1320255765792295,-0.27746525068054784,-0.33510348375645826,0.8464663234728579,-0.98656950992999,-0.007813922071215397,-1.0243125133833018,0,1,0,0,0,0,0,0
6216,6217,0.9941613594328822,-0.668575147681429,-1.3293151827613192,-0.5570124501523651,1.196325039894563,-0.6833833404772109,0.2765451795071071,-1.747084538068104,0,0,0,0,0,0,1,0
6217,6218,-0.08631493118276401,-0.22870778280417436,-0.4075802113767597,-0.5393748777554029,-1.2690797807256984,0.635947992570367,-0.659261159922835,0.7826175483287037,0,0,1,0,0,0,0,0
6218,6219,-0.10727780765653627,-0.039934014258730416,0.09369981841612122,-0.5623510438147548,0.5755959434530705,-0.7788255465066438,-0.8737445745524913,1.5053895730135058,0,0,0,1,0,0,0,0
6219,6220,-0.7588067138924819,-0.7133286236962822,-0.7968468288122559,-0.8552126527335452,-1.2754137510975503,0.6408058294042007,0.30793356215530987,-0.30154048869849964,1,0,0,0,0,0,0,0
6220,6221,0.0504345506669952,-0.49044754771958443,0.21501544347371246,-0.7317270821878933,-0.5429087069174936,0.07901128732676099,-0.6223516819300534,-0.30154048869849964,0,1,0,0,0,0,0,0
6221,6222,-0.8185287869010733,0.3664842058722206,1.1653551808304106,0.26413452864446246,-1.440842153750625,0.7676810972996142,0.24511778548295962,0.7826175483287037,0,0,0,0,0,1,0,0
6222,6223,0.45884674845479373,0.12753490341077603,-0.34271891651103226,-0.6448215045320982,-0.6654896629374525,0.7445349335619373,-1.1243667549360212,-1.0243125133833018,0,0,0,0,0,0,1,0
6223,6224,1.532298669804506,1.1094435550321868,-0.18631650092086968,-1.0046649148923128,0.12960991197620023,-0.43677668238319756,-0.02590139154632879,-1.747084538068104,0,1,0,0,0,0,0,0
6224,6225,2.2560252476540206,-2.525443444110838,-3.1127884636141414,1.6722690332291401,0.8337983827291534,0.16616659522788968,3.2283471772179837,0.7826175483287037,0,0,0,0,0,1,0,0
6225,6226,1.4523573837399997,1.2564277829530084,-0.17020883529934544,-0.6702362882366546,-0.12263114342049287,-0.24332047435347914,-0.00737150666540963,-0.30154048869849964,1,0,0,0,0,0,0,0
6226,6227,-0.74446186929982,-0.48853080421165307,-0.44491864594161573,0.10070034164127739,-0.9747364516808129,0.4102014573510502,0.03502771310170422,-0.30154048869849964,0,0,0,1,0,0,0,0
6227,6228,-0.7493328390592467,-0.5717484574225412,0.19549585731946043,-0.6932274411992229,0.10427403048879218,-0.417345335047864,0.02307420135354301,-0.6629265010409007,0,0,1,0,0,0,0,0
6228,6229,0.2144788591569009,0.2700352375834715,-3.2116730363753603,-0.35973406248337886,-1.3801105554793387,0.7211030147163879,-1.1713604198003456,-0.30154048869849964,0,0,1,0,0,0,0,0
6229,6230,0.9515329495267106,-0.3578064416908002,-0.1691558080958963,-0.36463157611860714,0.21604997822735617,0.06843834833547646,-0.6170213172894005,-1.3856985257257028,0,0,0,0,0,0,0,1
6230,6231,1.6616453870981223,1.2160108864618662,-0.16813479520249106,-0.8276995449609836,0.7779104088598715,-0.9339905700814403,0.14954006798261538,-1.3856985257257028,0,0,1,0,0,0,0,0
6231,6232,0.5054402103657021,0.11246126274084176,-0.09269839701333463,1.0779587005676325,-1.3085739489266575,0.6662380340048579,-1.291278937889542,-0.30154048869849964,0,0,0,0,0,1,0,0
6232,6233,0.05053204477379465,-0.41956250689762403,0.44709068669079766,-0.04981366881317,-1.0436649527862607,0.4630661523074724,-0.6022761007033939,0.05984552364390145,0,1,0,0,0,0,0,0
6233,6234,-0.9952259917297472,0.28921782056573536,0.8233892239475206,-0.4628540428995327,0.606148035834945,-0.8022574653521932,0.2074617653529177,0.7826175483287037,0,1,0,0,0,0,0,0
6234,6235,-0.18282034296832625,0.021096743964605445,-0.05271990218315357,-0.1205663663909657,-0.07046903447582943,-0.2833261894556365,-0.8283361706383665,0.42123153598630253,0,0,1,0,0,0,0,0
6235,6236,-0.8616096189116891,-0.391507175136541,-0.5979025439580329,-1.035676428733096,0.27491864403633304,-0.5482211744534933,0.14752434159977892,0.05984552364390145,1,0,0,0,0,0,0,0
6236,6237,0.180997208398519,-0.10557476412963454,0.9855325005436818,-0.2447928636368815,0.7261208864076701,-0.32276039434204895,-0.4459142845334113,-1.3856985257257028,0,0,0,0,0,0,0,1
6237,6238,1.0510543689248903,0.7912560757856583,0.5055947658452492,-1.1784046686294714,1.8744324561751853,-0.6319474210601514,-0.5334915116721699,-0.30154048869849964,0,0,1,0,0,0,0,0
6238,6239,-0.5157545820651411,-0.43271978349678175,0.33087318817867617,-0.002938763100883319,-1.3208693031778997,0.6756679525646523,-0.24048367748348773,0.42123153598630253,0,0,0,0,0,1,0,0
6239,6240,0.29873218457331285,0.006297321240146471,0.08472504767024229,0.36498954542289597,0.6266402929203483,-0.8179739962851835,-1.2139071833185404,-1.0243125133833018,0,1,0,0,0,0,0,0
6240,6241,-0.6907086188427236,-0.4410467858866535,-0.6703218188465847,-0.653655396487374,-0.10288405932001325,-0.25846549507072436,0.050549335224059494,-1.3856985257257028,0,0,1,0,0,0,0,0
6241,6242,0.3753368137337406,-0.2857920994293768,-0.3627583629515946,-0.5301893023536909,0.2838607198554185,-0.5550792970424345,-0.8247730778108444,-1.0243125133833018,0,0,0,1,0,0,0,0
6242,6243,0.37345555180806456,-0.8415653280608507,0.41111470830222385,-0.8601861817117464,-0.4400748349980149,0.5716530932990427,-0.30749107956009486,-1.0243125133833018,0,0,0,0,1,0,0,0
6243,6244,-1.2215635447280302,2.0376308093748183,-3.1098956094459527,2.5892078160448357,1.7391835594115221,-0.5282183169024146,2.5347165980124666,0.7826175483287037,0,0,0,0,0,1,0,0
6244,6245,-0.8149611244712817,-0.5311787699496809,-0.7814662225703046,-0.7549049601442489,-0.09655008894816115,-0.2633233319045578,0.248971459709058,-0.6629265010409007,0,0,0,1,0,0,0,0
6245,6246,-0.7275012469307719,0.44120044165238426,1.1130351216128527,-0.563248600218372,-1.5958381346147672,0.8865552221745965,0.139768676275583,-0.6629265010409007,0,1,0,0,0,0,0,0
6246,6247,-0.034293838802020436,-0.6131121981739549,-0.0876084865297335,-0.7058406138328183,0.24585689762430663,0.045577939705672366,-0.48348625927377403,-0.6629265010409007,0,0,0,0,0,0,1,0
6247,6248,0.4836913392772639,-0.17537501534906078,-0.2972726629077498,0.22637367734518282,-1.0295066660727095,0.4522074582083153,-0.9501930594094737,0.05984552364390145,1,0,0,0,0,0,0,0
6248,6249,-0.11282132784417694,0.12097100206441734,0.2612745690895381,-0.7201024736033933,-0.3115324950986662,-0.09844263466209457,-0.8927586344967673,0.7826175483287037,0,0,0,0,0,1,0,0
6249,6250,-0.6638596342786616,-0.7010334701150034,-0.5463223255231766,-0.08645600618485144,-1.2068578364845644,0.5882268895556511,0.12433593123010662,-1.0243125133833018,0,0,0,1,0,0,0,0
6250,6251,-1.5556623328178432,-1.8739808940726503,-3.15670064329139,1.8374799400156825,1.5856779245172279,-0.4104872124589227,2.9450208868402976,0.42123153598630253,0,0,0,1,0,0,0,0
6251,6252,0.10410592875340885,-1.4452634057467704,0.6467778019858841,-0.41928529901161726,0.5804395678550749,-0.21103014716388047,0.3840536152663037,-0.6629265010409007,0,0,0,0,0,0,1,0
6252,6253,-0.6890692139274508,-0.4485927625546542,-0.6938066897843413,-0.7766413506840613,-0.4978257413296063,0.04443491927418197,0.06362141781958291,-1.0243125133833018,0,0,0,1,0,0,0,0
6253,6254,-0.3121926758422597,-0.33821736961404664,-0.28195025150679537,-0.5802025337551391,-1.0686282477812068,0.48221174453493365,-0.4699178251172553,0.7826175483287037,0,0,0,0,0,1,0,0
6254,6255,0.43765897460197656,-0.07605617221139015,-0.16900797460980796,-1.1127400454186192,0.2626232897850912,-0.5387912558936991,-1.1095413690530367,-1.3856985257257028,0,0,1,0,0,0,0,0
6255,6256,-0.6129405722484387,0.012608778545685448,0.048411173226259575,-0.7197232476918661,0.632601676799738,-0.8225460780111444,-0.3795815688176391,1.1440035606711048,0,0,0,1,0,0,0,0
6256,6257,0.22839950483529295,-0.21927123221586756,-0.4456792487424167,-0.8808940117928844,0.042052086247658244,-0.36962423203314754,-0.8015562863043281,-0.6629265010409007,0,0,0,1,0,0,0,0
6257,6258,-0.9049919061717596,-0.7528000856326498,-0.3484585679409264,1.197937348082092,0.7365533081966029,-0.9022717531075868,0.29992668336867606,0.05984552364390145,0,0,0,0,0,1,0,0
6258,6259,-1.8862532558761094,-2.8498619114961667,2.5346006922705135,1.2206117263547467,1.231720756678442,-0.13901985997999722,3.290301204584305,1.1440035606711048,0,0,1,0,0,0,0,0
6259,6260,-0.8576988667937734,-0.46634554980746024,-0.10644857551865722,0.47384745817959184,0.7685957465483244,-0.9268466923846264,0.062238347852903844,0.7826175483287037,0,0,1,0,0,0,0,0
6260,6261,0.6409212090370068,-1.0509961132052545,-1.3240243636270383,-0.7160400215405275,0.7984026659452749,-0.37819688526932427,0.4243724031912249,-0.6629265010409007,0,0,0,0,1,0,0,0
6261,6262,-0.7909217749361398,0.6776926068532867,1.096383701078855,-0.8130485435539677,1.4146607244772251,-0.8508358336905273,0.21935803238365456,-1.0243125133833018,0,0,0,0,0,0,1,0
6262,6263,0.0670549367668706,-0.13290274316216438,-0.31675805169347787,-0.9494561753463046,-0.8525280821533162,0.31647378196885256,-0.8674166026042719,0.7826175483287037,0,1,0,0,0,0,0,0
6263,6264,-0.5506024050814395,-0.43296178722782225,-1.4012103780774974,-0.9341500274037079,-0.7154162529273443,0.7828261180168594,0.40304310887235567,-0.30154048869849964,0,0,0,0,1,0,0,0
6264,6265,0.3298763391673478,0.17864115872354347,-0.3094961474407453,0.22824103388440178,-0.5313585256511756,0.07015287898271194,-1.1704183009040992,-1.747084538068104,0,1,0,0,0,0,0,0
6265,6266,-0.8817691464095055,0.32730571250790874,1.0456945540751996,-0.9267413062830251,-1.3819734879416479,0.7225317902557511,0.22233014481580773,0.7826175483287037,0,0,0,1,0,0,0,0
6266,6267,-0.6227442923844106,-0.573194526504139,-0.5464710691020892,-0.6147769824352307,-0.8946303558015087,0.34876410915845124,0.013991329356498255,0.05984552364390145,1,0,0,0,0,0,0,0
6267,6268,-0.7732008225749476,0.49670052133634446,1.1352255177856356,-1.1212096918725931,0.20748048890073303,-0.49649949992856124,0.1981487947158094,0.05984552364390145,0,1,0,0,0,0,0,0
6268,6269,0.8335388534857995,0.6125990696708438,0.7487993000538595,1.321334940260247,1.2946878739044994,-0.18731247321045852,-0.6011170019458832,0.05984552364390145,0,1,0,0,0,0,0,0
6269,6270,1.7608235391797082,1.2101027078266193,0.07386216161161713,-0.11166456287164017,-1.272805645650317,0.6388055436490929,0.22730734877816347,0.05984552364390145,0,0,0,0,0,1,0,0
6270,6271,-0.9306566285711492,0.316065516408325,0.804638181752278,-0.24053878741773338,0.7659876411010917,-0.9248464066295186,0.13584924206830057,1.1440035606711048,0,0,1,0,0,0,0,0
6271,6272,0.32441166807795174,0.011052809029354422,-0.2112731568972394,-0.6281515821769723,-0.7321826450881289,0.2241748821260181,-1.152177226879607,-0.30154048869849964,0,0,0,0,0,1,0,0
6272,6273,0.21501541076955122,-0.5980543639555261,-0.02505344255939598,-0.9731662334554285,-0.7515571426961466,0.23903414773539078,-0.5983268696637134,1.5053895730135058,0,0,0,0,0,1,0,0
6273,6274,-0.8408032229523726,0.5684847356065552,1.3691191626876833,-1.0624471983758876,-1.3581279524240877,0.7042434633519075,0.42323461236539744,0.05984552364390145,0,0,0,1,0,0,0,0
6274,6275,-0.6297825866458274,-0.39903499541513215,-0.6857020363424186,-1.0907663391360511,-1.618565910654942,0.903986283754822,-0.013142503910903554,-1.747084538068104,0,1,0,0,0,0,0,0
6275,6276,1.6080696131994368,1.1230616818509407,0.035250989075923195,-0.0559698577635366,-1.2657265022935413,0.6333761965995142,0.03664264407805189,-1.3856985257257028,0,0,1,0,0,0,0,0
6276,6277,-0.21567445028578278,0.036684944504940614,-0.11369658064232013,-1.109105081538283,0.8337983827291534,-0.9768538362623232,-0.792042840522528,1.1440035606711048,0,0,0,1,0,0,0,0
6277,6278,1.6245736783689597,1.3362379985494055,0.10463694786802244,-0.6920448249751424,-1.6599230113182109,0.9357051007286756,0.1806149557910755,-0.30154048869849964,1,0,0,0,0,0,0,0
6278,6279,-1.228694442033537,0.7092535006064075,0.6081293757997955,-1.1784046686294714,1.813328271411437,-0.5850835833690526,0.40548646692404794,0.7826175483287037,1,0,0,0,0,0,0,0
6279,6280,0.4362010599308371,0.25762496920059486,0.3516298712059013,0.36079257152978617,-0.014953647099009605,-0.3259037005286469,-1.1983335185667523,0.42123153598630253,0,0,1,0,0,0,0,0
6280,6281,-0.942134633394612,-0.594590209490001,0.48396800238350135,1.199259740544435,-0.582402875118453,0.10930132876125165,0.26612635687403247,0.42123153598630253,1,0,0,0,0,0,0,0
