Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Reds,3,510.150444,70842.71372,Other,170.050148,No,416.5989536,Yes,Female,By_16:00,0.076034076,0.604513656,552.7561586,3.828559783,92.29129879,5.416,6584,34.90503603,405.7386237,4977.466783,,Yes,173554.6881,20.14295469,132.1454871,40.300187,29097.10298,50,Below_30,4,676.9585097,9,Car,Student_or_Unemployed,540.2677061,2,No
Khakis,8,187.0104247,58041.42533,Environment,62.33680824,No,931.093955,No,Male,By_16:00,0.688123754,0.06446166,203.8305143,9.315765318,39.1780853,8.187,7813,80.42867621,768.4130369,10847.76562,99867.16957,No,866935.953,27.72026401,699.5386785,10.14172388,3958.21447,90,30-45,2,1275.236115,15,Foot_or_bicycle,Student_or_Unemployed,981.1099732,1,Yes
Khakis,6,229.0534629,45785.22625,Social,76.35115431,No,599.6664577,No,Female,By_16:00,0.047710051,0.252391674,634.4112298,8.403242752,93.67430466,11.841,4159,94.52624449,571.8353104,7140.335198,75050.95616,Yes,359599.8605,23.91307823,352.9343764,68.14253079,5915.849919,70,45_and_up,0,990.0488935,12,Foot_or_bicycle,Hightech,830.8609366,,No
Browns,8,598.7954087,61938.42783,Education,199.5984696,Yes,,Yes,Female,By_16:00,0.671348158,0.361977949,646.4837352,6.967546304,97.67177673,2.754,7246,97.79065128,367.3507478,3837.852936,44241.10264,No,96295.48861,19.16639632,246.092667,4.800550546,40049.14753,100,30-45,3,569.8577388,10,Foot_or_bicycle,Student_or_Unemployed,416.4211028,2,No
Purples,7,567.6325968,75937.76884,Social,189.2108656,No,401.339366,Yes,Male,After_16:00,0.659234646,0.371450493,23.25011208,1.171888735,14.51226706,6.444,3556,93.60165694,405.7063056,4824.806271,50827.55149,No,161073.2867,20.14215246,136.4903933,74.08727063,35999.96253,70,45_and_up,2,656.3191295,10,Motorcycle_or_truck,Student_or_Unemployed,502.0990357,4,No
Khakis,10,508.8790336,155454.6962,Education,,No,916.4537304,No,Female,After_16:00,0.34055384,0.001813826,663.2938818,0.952823386,21.79319027,9.76,6240,42.20561888,580.1920355,10324.92137,81323.90992,No,839887.4399,24.08717575,543.8067568,91.88200391,28952.7231,100,45_and_up,2,1034.010241,14,Foot_or_bicycle,Public_Sector,840.3840722,0,No
Turquoises,7,158.7767469,51096.56424,Financial,52.92558229,Yes,965.4417021,No,Male,By_16:00,0.135220749,0.342877192,967.3047469,7.306289687,11.27880069,8.094,7906,39.16348123,998.4671081,11651.35124,119068.521,Maybe,932077.6801,31.59853016,839.9844404,56.05402307,2864.042843,60,Below_30,3,1490.352467,12,Car,Hightech,990.375799,1,Yes
Purples,8,169.9858327,22897.25913,Environment,56.66194424,No,404.1029555,Yes,Male,After_16:00,0.098262768,0.159572649,76.3306655,1.61379968,17.70396275,0.117,9883,61.81335994,401.4779438,4843.985442,50220.47972,Yes,163299.1986,20.03691453,137.9786644,18.92766864,3277.237869,90,30-45,1,645.9250965,15,,Student_or_Unemployed,488.3693031,4,Yes
Purples,4,970.7320221,125719.5952,Education,323.5773407,Yes,388.5302813,Yes,Male,After_16:00,0.6030391,0.597825915,870.7549726,9.948996576,60.318865,4.401,5599,55.06670491,434.0244801,4753.351774,54303.0144,No,150955.7795,20.83325419,144.5572153,26.56849651,105035.8728,100,30-45,0,711.5629127,12,Public_or_other,Industry_or_other,564.1757049,1,Yes
Purples,4,437.1293469,69359.92988,Education,145.7097823,Yes,476.0142304,Yes,Male,By_16:00,0.834706152,0.70632488,118.9279312,9.248062314,48.93942859,0.437,9563,78.14116024,386.2460063,5532.634316,52525.78023,No,226589.5475,19.6531424,146.064731,41.48464571,21387.05044,100,30-45,3,689.437129,13,Foot_or_bicycle,Hightech,588.4286006,0,No
Reds,7,71.51569024,13541.7609,Other,23.83856341,No,568.0611144,No,Male,After_16:00,0.579920562,0.673339769,15.87794721,3.882077052,79.86886112,3.188,8812,47.94247672,383.7084426,6448.028029,53004.3,Maybe,322693.4297,19.58847729,143.7309589,92.31783526,602.1156691,50,30-45,1,677.1564412,7,Car,Industry_or_other,550.0254628,0,No
Purples,6,857.2130059,116240.7344,Social,285.7376686,No,406.809277,Yes,Male,By_16:00,0.082690538,0.756097462,461.6075794,8.296610918,89.87831292,3.307,6693,98.61814461,423.3814864,4914.855743,52126.94227,Maybe,165493.7879,20.57623596,120.8424547,6.552246679,81941.75294,70,30-45,5,668.2604753,11,Foot_or_bicycle,Student_or_Unemployed,493.0724196,0,No
Reds,3,265.033371,41846.58525,Foreign_Affairs,88.34445701,Yes,473.6752781,,Female,After_16:00,0.678696807,0.823944893,102.7728722,4.884595578,4.481559061,2.111,9889,33.85315291,496.479933,5729.712647,61627.45271,Yes,224368.2691,22.28182966,105.8462031,6.962028774,7903.087542,40,Below_30,1,795.4294315,8,Car,Services_or_Retail,602.4599281,0,No
Greys,4,337.3351297,73491.89938,Foreign_Affairs,112.4450432,Yes,653.5806049,No,Male,By_16:00,0.255145181,0.132436926,542.4860157,2.117497388,17.23670254,5.277,6723,13.81302972,601.6073431,7739.020735,70242.12939,Maybe,427167.607,24.52768524,185.4146899,69.29839535,12766.33279,40,45_and_up,3,845.9931837,8,Car,Public_Sector,478.3770289,2,Yes
Purples,9,858.2064963,101913.4695,Social,286.0688321,Yes,356.2550619,Yes,Female,After_16:00,0.624509296,0.403082157,50.94562098,7.864378169,40.63405022,3.4,6600,96.9959033,413.773051,4390.096721,48520.67353,Yes,126917.6691,20.34141222,191.6627797,33.15724686,82131.44552,70,30-45,0,611.5537174,9,Public_or_other,Hightech,407.0649305,0,Yes
Greys,6,244.0061489,34857.00844,Military,81.33538297,Yes,428.558976,Yes,Male,By_16:00,0.887705745,0.642272894,793.5934151,6.635306764,91.11008642,6.647,5353,42.32017258,413.8846166,5113.358993,51919.29466,Yes,183662.7959,20.34415436,111.8958496,71.22176476,6706.779906,30,45_and_up,2,665.8525469,8,Foot_or_bicycle,Student_or_Unemployed,501.0009888,0,Yes
Purples,8,158.9713704,21029.9069,Environment,52.99045679,No,396.8621555,Yes,Male,By_16:00,0.704677011,0.359088443,844.0245003,1.424755093,15.21001202,5.758,4242,86.81138719,386.4373017,4741.496158,48361.02376,No,157499.5705,19.65800859,157.3073369,68.45276933,2870.978968,90,45_and_up,2,620.0750692,11,Car,Public_Sector,465.1905641,0,Yes
Browns,1,138.8962442,23895.60879,Education,46.29874808,No,516.117817,No,Female,After_16:00,0.967371657,0.193392299,959.4050427,9.367633755,,0.163,9837,46.60171031,477.2121962,6115.602562,58036.18317,Yes,266377.601,21.84518703,33.23122352,12.0408701,2199.872822,100,Below_30,6,722.0854667,10,Car,Public_Sector,481.9654168,1,No
Khakis,3,258.9438848,85872.35097,Financial,86.31462826,No,994.8759869,No,Male,After_16:00,0.423408517,0.00631075,633.0997902,8.951638564,61.11668502,9.354,6646,29.78367195,950.8660424,11850.49195,115812.5228,Yes,989778.2293,30.83611588,831.1802755,5.805698526,7546.529679,60,45_and_up,1,1451.578943,,Foot_or_bicycle,Hightech,992.6238116,2,No
Violets,3,522.3899072,148581.7908,Social,174.1299691,Yes,853.2809809,No,Female,By_16:00,0.089416358,0.178586808,166.4216376,1.325673652,92.1565765,12.287,3713,6.031805626,810.0915681,10152.99295,96555.95722,No,728088.4324,28.46210758,532.267794,64.91208158,30505.37609,70,30-45,0,1189.255185,13,Car,Public_Sector,749.6893519,0,Yes
Violets,3,261.3267173,80339.32487,Environment,87.10890577,Yes,922.2860069,No,Female,After_16:00,0.834697861,0.783801566,419.8318573,4.868609183,95.20192177,8.135,7865,72.8816048,995.21666,,114105.8679,Yes,850611.4785,31.5470547,724.2716316,84.73700702,7685.070371,90,45_and_up,3,1396.829529,14,Public_or_other,Student_or_Unemployed,817.8118693,0,No
Greens,7,693.2652355,65690.75933,Healthcare,231.0884118,Yes,284.2667826,Yes,Female,After_16:00,0.412635673,0.789889067,43.13822091,1.377078407,57.54359502,1.485,8515,4.352895985,463.4454698,3769.558766,56943.48631,Maybe,80807.6037,21.52778367,267.4015656,78.5552768,53642.94249,80,Below_30,2,772.3822407,10,Car,Student_or_Unemployed,653.7092793,0,No
Reds,9,,80403.19114,Foreign_Affairs,126.4703984,Yes,635.7471168,No,Female,By_16:00,0.043439506,0.298226716,74.8341498,3.420437579,24.63031595,5.847,6153,69.11841056,460.4983767,7278.467922,60884.66217,No,404174.3966,21.45922591,160.2865839,8.036120771,16131.23207,40,Below_30,2,765.7860995,6,Motorcycle_or_truck,Student_or_Unemployed,575.5256976,1,Yes
Yellows,3,851.8853814,167136.225,Social,283.9617938,No,588.5870165,No,Male,By_16:00,0.945175925,0.121259299,383.0241007,9.635481213,27.56142796,4.906,9094,14.5986004,507.1898415,6900.249848,64435.17332,Maybe,346434.6759,22.52087568,135.5525383,74.18884339,80928.26214,70,30-45,2,816.5036182,12,Car,Student_or_Unemployed,602.3481184,0,No
Khakis,10,307.1420652,61325.61514,Environment,102.3806884,Yes,598.9959249,No,Male,After_16:00,0.052275245,0.685315179,625.4742618,5.106542481,47.21203006,6.161,9839,24.21919508,540.552319,7071.063887,73757.96226,Yes,358796.118,23.24978105,398.5751536,97.28296741,10594.18605,90,45_and_up,2,988.3715929,13,Car,Student_or_Unemployed,883.9498266,0,No
Khakis,9,524.482064,138752.229,Environment,174.8273547,Yes,793.6528543,No,Male,After_16:00,0.244897542,0.716201474,203.472164,8.426826305,82.40602678,11.68,4320,30.86316222,731.8624997,9400.253542,91792.43954,Yes,629884.8531,27.05295732,518.3595471,3.302248754,30749.4313,90,45_and_up,3,1167.418514,11,Foot_or_bicycle,Hightech,858.7539581,0,Yes
Reds,6,45.07731643,5836.930457,,15.02577214,Yes,388.4612651,Yes,Female,After_16:00,0.747525259,0.323869472,107.3660706,9.298443473,44.64390359,6.92,5080,1.695016702,513.0607608,4910.734173,61182.93601,Yes,150902.1545,22.65084459,142.9474744,35.96274487,250.7996007,50,45_and_up,2,794.8232817,7,Car,Hightech,588.444941,0,Yes
Purples,4,305.2168878,41388.13824,Healthcare,101.7389626,No,406.8071581,Yes,Female,After_16:00,0.721860324,0.83685155,491.8335241,3.864587201,60.01361455,5.201,4799,57.33420614,375.0247981,,48931.99827,No,165492.0639,19.365557,157.4919085,6.206373172,10462.55547,80,45_and_up,2,639.383311,14,Car,Services_or_Retail,522.3605538,,No
Purples,6,315.4740804,49590.366,Social,105.1580268,No,471.5794648,Yes,Male,After_16:00,0.223246824,0.447043493,960.104296,7.466872341,52.11503534,3.387,6613,34.20190483,396.1924117,5508.179472,51567.21983,,222387.1917,19.90458268,108.7287565,18.17959028,11173.36863,70,Below_30,0,661.4479863,12,Car,Public_Sector,515.4337386,0,Yes
Purples,3,87.47975363,12677.20933,Education,29.15991788,No,434.7477719,Yes,Male,After_16:00,0.780955811,0.738689565,56.44787266,5.76363923,85.38535077,2.621,7379,56.66218135,453.1715412,5253.820801,53081.87035,Maybe,189005.6252,21.28782613,120.3855301,66.96377622,889.4607285,100,Below_30,1,656.4907933,13,Foot_or_bicycle,Hightech,410.3232581,1,Yes
Purples,6,322.5010227,36024.04872,Healthcare,107.5003409,No,335.1063672,Yes,Female,By_16:00,0.92007751,0.625337402,13.40249996,1.487227951,55.13859887,1.825,8175,16.29233127,444.6352862,4240.334245,51134.74267,Maybe,112296.2774,21.08637679,187.8708947,51.86558953,11673.82364,80,45_and_up,1,648.184819,10,Motorcycle_or_truck,Industry_or_other,429.0048494,0,Yes
Khakis,8,331.1710408,76100.52062,Financial,110.3903469,No,689.3765871,No,Male,By_16:00,0.074438826,0.68073079,388.1968474,6.904025306,11.00988565,9.894,6106,68.55707655,659.6794523,8213.124776,86349.85477,No,475240.0789,25.68422575,513.9062682,65.14705331,12306.41904,60,Below_30,1,1137.781701,8,Motorcycle_or_truck,,950.2650699,3,Yes
Browns,6,829.1562532,84029.14385,Financial,276.3854177,Yes,304.0288614,Yes,Male,After_16:00,0.287018214,0.959785334,468.0850469,0.617913802,97.23593511,2.948,7052,25.16634441,359.9010435,3760.090701,42776.41863,Maybe,92433.54854,18.97105805,267.6786469,90.34668305,76675.28455,60,30-45,1,545.9626188,5,Public_or_other,Public_Sector,383.297587,3,Yes
Purples,4,350.3385346,47022.49663,Education,116.7795115,Yes,402.6605011,Yes,,After_16:00,0.77731647,0.746497289,831.9742212,4.679596703,83.35248267,1.224,8776,76.14410368,402.8230336,4832.251078,50495.7786,No,162135.4792,20.07045175,137.5829104,33.39454874,13764.23382,100,45_and_up,1,651.1699845,15,Car,Public_Sector,496.7264083,1,Yes
Khakis,4,187.834398,48535.47982,Social,62.61146601,Yes,775.1851683,No,Female,After_16:00,0.830062901,0.908328829,983.2423599,3.264056668,53.52432521,6.584,9416,17.41638079,704.6677585,9161.1872,88599.86175,Maybe,600912.0451,,474.6812116,86.67850429,3992.807143,70,Below_30,1,1125.81283,12,Foot_or_bicycle,Public_Sector,828.1866609,0,Yes
Pinks,6,931.1109057,85652.07216,Healthcare,310.3703019,Yes,275.9673578,Yes,Female,By_16:00,0.604483729,0.48425593,52.2522286,1.52881776,2.152604633,3.137,6863,13.09009483,412.7227947,3585.119167,46543.23624,Yes,76157.98256,20.3155801,266.9158964,68.89671027,96650.09461,80,45_and_up,0,591.0900246,7,Motorcycle_or_truck,Services_or_Retail,384.0855471,0,Yes
Purples,3,299.3147648,36936.85557,Healthcare,99.77158826,No,370.2141683,Yes,Female,After_16:00,0.1346663,0.426141213,901.1161898,4.79442901,82.90562006,4.741,5259,42.42126653,365.4695689,4433.080821,46427.60354,Yes,137058.5304,19.11725841,188.7631469,55.13230488,10064.14141,80,30-45,5,602.8222281,12,Car,Services_or_Retail,473.7563984,2,Yes
Purples,7,131.9886861,18225.5869,Education,43.9962287,No,414.2533904,Yes,Female,By_16:00,0.801482209,0.29397168,793.178553,0.906839536,86.72348952,,4773,43.30012586,385.6574739,4913.848852,49857.40996,Yes,171605.8715,19.63816371,144.3296978,37.31561073,1989.664368,100,Below_30,3,648.5715093,15,Motorcycle_or_truck,Services_or_Retail,520.1088875,2,Yes
Whites,7,328.1144705,54340.58002,Social,109.3714902,Yes,496.8441039,Yes,Male,After_16:00,0.83331838,0.944995685,20.6049548,5.063885194,17.95871097,3.109,6891,89.06473478,436.3250408,5841.091121,54578.75974,No,246854.0636,20.88839488,64.85337084,78.48738225,12081.49435,70,45_and_up,2,686.4292669,8,Motorcycle_or_truck,Public_Sector,488.1046395,1,Yes
Greens,2,277.0151091,28257.5684,Healthcare,92.33836969,No,306.0219548,Yes,Female,By_16:00,0.126699686,0.249361247,334.7792237,,97.35323081,6.521,3479,49.71702991,508.3310292,4076.881607,60953.7277,No,93649.43684,22.54619767,248.9788671,10.99227758,8628.712887,80,30-45,2,816.0321245,10,Car,Public_Sector,655.8640055,1,Yes
Violets,1,1007.965815,318897.3328,Healthcare,335.988605,Yes,949.1313932,No,Female,By_16:00,0.278965545,0.306092669,963.7793908,7.612351398,63.04363671,12.753,,65.25293207,749.6439029,10990.60174,91787.66367,No,900850.4016,27.37962569,545.054771,13.46262873,,80,30-45,2,1110.482168,12,Car,Student_or_Unemployed,681.7790328,2,No
Purples,6,937.0836513,132923.8911,Environment,312.3612171,Yes,425.5454385,Yes,Male,By_16:00,0.339149162,0.167124227,565.028769,4.808028918,32.05179109,6.769,3231,5.002646847,353.233334,4961.921053,47156.82148,No,181088.9202,18.79450276,164.726155,48.53985088,97891.89116,90,30-45,1,614.0272034,11,Motorcycle_or_truck,Public_Sector,507.1253179,1,Yes
Greens,8,677.1306016,61420.10899,Financial,225.7102005,No,272.119332,Yes,Female,By_16:00,0.128087203,0.131662491,809.676443,2.793033603,16.04565631,,9675,92.27455354,499.3873665,3719.968053,59690.48836,No,74048.93084,22.34697668,276.7900143,60.93000879,51180.80482,60,30-45,1,805.2142674,9,Car,Services_or_Retail,657.1074085,0,No
Khakis,8,807.5798766,258492.3193,Education,269.1932922,No,960.2479958,No,Female,After_16:00,0.23511192,0.970106664,818.3392275,4.025000148,37.12192397,12.732,3268,44.15962307,643.2698645,10889.01969,88240.87928,No,922076.2135,25.36276532,619.6359523,98.09578063,72744.22186,100,30-45,3,1119.643204,13,Car,Public_Sector,889.3510519,1,No
Greys,9,271.9319103,40203.07034,Military,90.64397009,No,443.5272451,Yes,Male,By_16:00,0.132898072,0.669913246,324.0322159,5.326630294,77.73299932,8.498,3502,14.3836793,484.6065168,5404.485485,56435.06737,Yes,196716.4171,22.01378016,83.61739005,60.0387841,8316.973284,30,45_and_up,0,700.6416954,5,Foot_or_bicycle,Public_Sector,440.2862114,1,No
Pinks,7,77.06725208,8342.928342,Education,25.68908403,Yes,324.7655048,Yes,Female,By_16:00,0.110395346,0.906574366,24.52261536,3.272576269,55.03646568,6.34,3660,20.53738716,414.3526478,4076.360343,47776.75741,No,105472.6331,20.35565395,221.0493835,82.77385996,695.6181222,100,30-45,,603.3837598,11,Foot_or_bicycle,Hightech,395.9796526,1,Yes
Purples,9,382.7081967,56078.36368,Social,127.5693989,No,439.5910317,Yes,Male,By_16:00,0.403521141,0.957420046,826.1503272,9.224680136,40.05067693,5.496,4504,10.12755013,430.2536249,5256.417567,53419.48608,Maybe,193240.2752,20.74255589,92.27726058,4.605520912,16411.52094,70,45_and_up,3,681.7558122,12,Car,Student_or_Unemployed,501.1368934,0,Yes
Purples,10,187.0331425,25235.17192,Healthcare,62.34438085,No,404.7705917,Yes,Male,By_16:00,0.151897141,0.855830829,137.6500302,4.673819807,29.70400706,2.849,7151,89.04226606,412.6477784,4873.001473,53283.20993,No,163839.2319,20.31373374,153.1458718,44.17338616,3959.166204,80,30-45,2,702.9532685,12,Car,Industry_or_other,582.1864175,0,Yes
Khakis,9,,107168.6176,Social,125.2248511,Yes,855.809503,No,Male,After_16:00,0.419244718,0.563017688,895.4201539,9.153891038,96.76307924,8.102,7898,22.67061358,564.0537106,9686.202451,75274.60778,No,732409.9054,23.74981496,403.1181456,14.88662991,15816.48819,70,30-45,3,932.3934068,13,Public_or_other,Student_or_Unemployed,678.3282339,0,Yes
Violets,5,373.7610599,122226.1675,Healthcare,124.58702,No,981.0505745,No,Female,After_16:00,0.086720969,0.336062886,562.7083732,6.400168478,67.91262738,6.238,9762,73.39424891,842.0040332,11494.51381,101359.73,Yes,962460.2297,29.01730575,642.2160646,49.45124893,15656.51256,80,45_and_up,1,1232.46407,12,Public_or_other,Services_or_Retail,753.1107657,0,No
Purples,5,863.4187077,112599.9965,Financial,287.8062359,Yes,391.2354301,Yes,Female,After_16:00,0.038538223,0.928642233,102.1528207,3.373854926,39.58569004,2.277,7723,93.01719959,410.0120629,4732.378427,50543.74722,No,153065.1618,20.2487546,142.2764101,59.37338697,83130.23566,60,45_and_up,4,649.260049,11,Foot_or_bicycle,Student_or_Unemployed,482.2512988,0,Yes
Purples,7,389.4949284,51205.2038,Environment,129.8316428,Yes,394.396949,Yes,Male,By_16:00,0.018096844,0.764932809,317.3983751,9.591083932,1.029738365,3.39,6610,14.73692118,445.2484972,4834.466484,52162.92649,Maybe,155548.9534,21.10091224,139.1743106,51.92386978,16996.08712,90,45_and_up,4,654.0393985,13,Motorcycle_or_truck,Public_Sector,427.7521123,0,Yes
Khakis,8,818.8275838,218029.6403,Healthcare,272.9425279,No,798.8115372,No,Male,After_16:00,0.871555163,0.089787924,409.202005,0.648551695,88.59139658,6.409,9591,91.29483213,655.0301034,9298.175578,87058.46586,Maybe,638099.8719,25.5935559,535.4228664,98.32406973,74780.56608,80,Below_30,2,1127.587844,13,Public_or_other,Industry_or_other,916.3591936,0,Yes
Reds,10,295.2069706,46205.71693,Foreign_Affairs,98.40232353,Yes,469.5592063,Yes,Female,By_16:00,0.700776214,0.470821973,6.521885516,3.675805132,42.76182551,2.208,9792,95.35171781,406.7651026,5509.122268,54144.17239,Yes,220485.8482,20.16841845,134.6071578,21.83964497,9791.4196,40,45_and_up,4,709.1414188,8,Car,Student_or_Unemployed,592.1938117,0,No
Turquoises,10,201.5139738,39505.9151,Education,67.17132459,Yes,588.1366095,No,Male,By_16:00,0.954317921,0.612419915,237.8446402,3.869971046,64.50027528,7.437,8563,44.61743713,725.204858,7331.775811,83616.35214,Yes,345904.6715,26.92962788,300.4790705,18.73304071,4589.158172,100,45_and_up,2,1050.664145,15,Public_or_other,Student_or_Unemployed,678.3322232,3,No
Purples,5,441.292697,65352.29412,Healthcare,147.0975657,No,444.2785564,Yes,Male,By_16:00,0.203681537,0.237229625,301.8262438,4.734127484,2.869224525,1.229,8771,7.00191739,457.4607927,5357.70715,54599.17354,Yes,197383.4357,21.3883331,83.66763541,55.98288882,21794.79139,80,30-45,2,683.3072358,14,Car,Student_or_Unemployed,454.3293335,1,Yes
Khakis,2,85.512696,28446.78816,Social,28.504232,Yes,997.984726,No,Female,By_16:00,0.1561346,0.729433952,989.8366607,0.200731859,52.09583677,7.802,8198,25.98757322,991.5473214,11962.9419,119250.6247,Maybe,995973.5134,31.4888444,859.022151,52.62224828,850.9954738,70,45_and_up,4,1491.345381,11,Public_or_other,Student_or_Unemployed,998.3086386,0,No
Purples,10,101.0013802,15195.56819,Social,33.66712673,No,,Yes,Female,By_16:00,0.956441162,0.375490469,501.8233659,4.012039993,9.687772742,3.403,6597,77.88822819,479.8240184,5473.121466,59041.6334,Yes,203714.424,21.90488572,83.24972007,26.37624678,,70,30-45,2,759.2112877,13,Motorcycle_or_truck,Hightech,564.4698737,2,No
Khakis,1,263.1113003,69260.51323,Education,87.70376676,No,789.709676,No,Female,After_16:00,0.356572299,0.717010036,764.9983179,9.224581246,45.59592386,8.685,7315,38.31084811,589.4278574,9075.952474,81536.1638,Yes,623641.3723,24.27813538,510.8702401,19.07726291,7789.654471,100,Below_30,1,1065.040185,14,Car,Public_Sector,911.1682918,1,No
Khakis,6,965.9392596,277072.1017,Education,321.9797532,No,860.526474,No,Female,By_16:00,0.029138646,0.354107062,,0.450826979,56.43200115,6.968,9032,2.383310627,,10128.22177,96537.4977,Maybe,740505.8125,27.59490015,607.1291867,35.49323604,104002.9412,100,Below_30,4,1227.693451,15,Foot_or_bicycle,Student_or_Unemployed,912.6202823,2,No
Greys,5,577.2883473,90288.04014,Military,192.4294491,Yes,469.2007411,Yes,Female,By_16:00,0.539693145,0.533889956,213.2570862,2.181708792,34.89131613,4.923,,92.85234071,600.8436342,5893.69468,66600.62906,No,220149.3355,24.51211199,113.137133,38.56759686,37231.52233,30,Below_30,3,817.1733825,9,Public_or_other,Industry_or_other,458.9880753,1,Yes
Yellows,1,960.4057282,83357.39296,Environment,320.1352427,Yes,260.3818069,Yes,Male,After_16:00,0.824860831,0.612701411,227.2851733,8.557895711,13.63100063,10.488,3512,39.72411077,542.9305946,3689.679258,62060.89351,Yes,67798.68537,23.30087111,270.25946,90.92023137,102816.7089,90,Below_30,3,823.3703947,15,Car,Public_Sector,617.3893578,0,Yes
Reds,4,42.7154109,6569.941259,Other,14.2384703,Yes,461.4218466,Yes,Male,After_16:00,0.828553968,0.282340891,957.1262822,6.731926117,9.257381223,2.932,9068,99.3137772,461.5688615,5537.356189,,No,212910.1205,21.48415373,82.42858981,89.84287539,226.9725068,50,30-45,5,742.4946112,8,Public_or_other,Services_or_Retail,561.8809025,0,Yes
Khakis,9,170.8416511,47551.5599,Healthcare,56.94721702,No,835.0111277,No,Female,By_16:00,0.100548754,0.343482185,750.6433085,1.150110408,38.68845974,8.93,7070,49.01016008,519.9681959,9390.047669,77698.31284,Yes,697243.5834,22.80281114,563.3075142,47.3795438,3309.932743,80,45_and_up,2,1027.682663,11,Motorcycle_or_truck,Student_or_Unemployed,952.4203477,0,Yes
Turquoises,5,184.4605444,58281.551,Healthcare,61.48684815,No,947.8701991,No,Female,By_16:00,0.336312192,0.244848944,697.887406,3.888944858,31.37090623,7.897,8103,48.43291992,970.3993842,11419.50076,116293.0983,Maybe,898457.9143,31.15123407,807.8182681,28.37584864,3852.119343,80,30-45,2,1458.306339,10,Motorcycle_or_truck,Services_or_Retail,980.319746,4,Yes
Purples,2,429.3631711,60788.28559,Social,143.121057,No,424.7333471,Yes,Female,By_16:00,0.478855101,0.597256312,752.2918766,3.283215119,60.06990392,6.288,3712,75.23077154,406.5823266,5060.498124,52310.18701,Yes,180398.4161,20.16388669,128.5632782,56.54439852,20636.75802,70,Below_30,2,681.509037,,Public_or_other,Student_or_Unemployed,546.2232167,0,No
Reds,1,695.7157601,114369.2965,Other,231.9052534,No,493.1725126,Yes,Male,By_16:00,0.53508392,0.844243592,955.594212,2.88048252,41.62292881,3.177,8823,28.20326779,513.6916326,5959.108391,62530.06208,No,243219.1272,22.66476633,69.14004137,66.68841732,54021.9518,50,Below_30,0,795.3527371,8,Foot_or_bicycle,Student_or_Unemployed,567.4260331,0,Yes
Khakis,5,105.4189547,35118.46242,Financial,35.13965157,Yes,999.3970016,No,Male,By_16:00,0.05862775,0.085209737,565.923366,9.802912332,11.38769351,9.809,6191,93.26904749,947.3715136,11888.71304,115627.2358,Maybe,998794.3667,30.7794008,832.4443298,3.278708458,1279.934764,,Below_30,3,1449.264621,12,Public_or_other,Hightech,993.3811163,3,Yes
Khakis,8,964.7791371,253313.4807,Education,321.5930457,No,787.6833287,No,Male,After_16:00,0.829712538,0.883013565,542.161603,5.746882267,97.78489128,9.128,6872,24.89332829,776.6245072,9430.082301,96897.46526,Yes,620445.0263,27.86798355,586.253247,1.708079269,103753.6801,100,45_and_up,3,1242.445348,13,Foot_or_bicycle,Student_or_Unemployed,929.4299175,0,No
Reds,6,429.9938155,69302.6867,Foreign_Affairs,143.3312718,No,483.5140707,Yes,Female,By_16:00,0.663802137,0.918366626,4.766725237,0.944450137,3.269080585,6.172,5828,80.61806241,445.0361075,5725.212922,58253.25467,Yes,233785.8566,21.09587892,139.7437108,91.23916356,20697.18475,40,Below_30,1,762.5931837,7,Foot_or_bicycle,Hightech,627.4185597,0,Yes
Purples,5,261.7608663,35931.0227,Financial,87.25362209,No,411.7997837,Yes,Female,By_16:00,0.190595283,0.378784351,27.846938,1.807018246,67.98253621,1.589,8411,78.40572386,408.9014361,4935.800709,49806.14704,Yes,,20.22131143,140.776973,64.24232791,7710.448189,60,30-45,1,628.6137888,9,Motorcycle_or_truck,Hightech,438.8450359,0,No
Khakis,6,391.6765969,130475.5388,Financial,130.5588656,Yes,999.3617678,No,Female,By_16:00,0.112716004,0.701248096,871.1385434,8.335982773,98.48385472,11.898,4102,46.57875376,998.2833515,11990.18438,119846.5839,Maybe,998723.9428,31.59562235,864.5351047,36.75438254,17186.17626,60,30-45,1,1498.277404,8,Foot_or_bicycle,Student_or_Unemployed,999.772422,0,Yes
Khakis,8,251.212108,79627.60751,Financial,83.73736933,No,950.9208153,No,Male,By_16:00,0.426148389,0.153788776,223.3547117,7.866199408,82.52344958,8.652,7348,80.04914203,929.8770308,11368.96221,112048.2187,Yes,904250.3969,30.49388514,759.5213134,40.74943748,7105.684392,60,30-45,4,1399.207549,11,Foot_or_bicycle,Hightech,934.4522786,1,Yes
